id,rdfs_label,name,b_type
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
GSN,,GSN,gene
HGNC:2705,HGNC:4620,,gene
HGNC:10001,,RGS5,gene
HGNC:60,,ABCC9,gene
HGNC:6269,,KCNJ8,gene
HGNC:10001,,PECAM1,gene
HGNC:60,,ABCC9,gene
HGNC:6269,,KCNJ8,gene
HGNC:10001,,RGS5,gene
HGNC:60,,ABCC9,gene
HGNC:6269,,KCNJ8,gene
HGNC:16882,,HCN4,gene
HGNC:4280,,Cx45,gene
HGNC:12403,,TTN,gene
HGNC:7576,,MYH7,gene
HGNC:7583,,MYL2,gene
HGNC:3703,,FHL2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:1628,,CD14,gene
HGNC:1241,,C1QA,gene
HGNC:3793,,CD68,gene
HGNC:3793,,FOLR2,gene
HGNC:1662,,CD34,gene
HGNC:12692,,vimentin,gene
HGNC:1706,,CD8A,gene
HGNC:7830,,NKG7,gene
HGNC:6524,,LCK,gene
HGNC:6149,,CD11b,gene
HGNC:6152,,CD11c,gene
HGNC:6147,,CD103,gene
HGNC:6729,,CD205,gene
HGNC:24865,,GPAM,gene
HGNC:6553,,LEP,gene
HGNC:3594,,FASN,gene
HGNC:12403,,TTN,gene
HGNC:7576,,MYH7,gene
HGNC:7583,,MYL2,gene
HGNC:3703,,FHL2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:1628,,CD14,gene
HGNC:1241,,C1QA,gene
HGNC:3793,,CD68,gene
HGNC:3793,,FOLR2,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:10001,,RGS5,gene
HGNC:60,,ABCC9,gene
HGNC:6269,,KCNJ8,gene
HGNC:10001,,PECAM1,gene
HGNC:60,,ABCC9,gene
HGNC:6269,,KCNJ8,gene
HGNC:10001,,RGS5,gene
HGNC:60,,ABCC9,gene
HGNC:6269,,KCNJ8,gene
HGNC:1662,,CD34,gene
HGNC:12692,,vimentin,gene
HGNC:1706,,CD8A,gene
HGNC:7830,,NKG7,gene
HGNC:6524,,LCK,gene
HGNC:6149,,CD11b,gene
HGNC:6152,,CD11c,gene
HGNC:6147,,CD103,gene
HGNC:6729,,CD205,gene
HGNC:24865,,GPAM,gene
HGNC:6553,,LEP,gene
HGNC:3594,,FASN,gene
HGNC:12403,,TTN,gene
HGNC:7576,,MYH7,gene
HGNC:7583,,MYL2,gene
HGNC:3703,,FHL2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:1628,,CD14,gene
HGNC:1241,,C1QA,gene
HGNC:3793,,CD68,gene
HGNC:3793,,FOLR2,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:1662,,CD34,gene
HGNC:12692,,vimentin,gene
HGNC:1706,,CD8A,gene
HGNC:7830,,NKG7,gene
HGNC:6524,,LCK,gene
HGNC:1628,,CD14,gene
HGNC:1241,,C1QA,gene
HGNC:3793,,FOLR2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:1455,,CRT,gene
HGNC:11027,,AE1/AE3,gene
HGNC:11029,,MSLN,gene
HGNC:12796,,WT1,gene
HGNC:24865,,GPAM,gene
HGNC:6553,,LEP,gene
HGNC:3594,,FASN,gene
HGNC:11190,,SOX10,gene
MANY,,S100,gene
HGNC:7569,,MYH11,gene
HGNC:11553,,TAGLN,gene
HGNC:130,,ACTA2,gene
HGNC:8803,,PDGFRA,gene
HGNC:4620,,GSN,gene
HGNC:2705,,DCN,gene
HGNC:8823,,PECAM1,gene
HGNC:12726,,VWF,gene
HGNC:1764,,CDH5,gene
HGNC:1628,,CD14,gene
HGNC:1241,,C1QA,gene
HGNC:3793,,FOLR2,gene
HGNC:3802,forkhead box D1,Foxd1,gene
HGNC:1975,visual system homeobox 2,VSX2,gene
HGNC:13394,"NPHS2 stomatin family member, podocin",NPHS2,gene
HGNC:9171,podocalyxin like,PODXL,gene
HGNC:7908,"NPHS1 adhesion molecule, nephrin",NPHS1,gene
HGNC:9679,protein tyrosine phosphatase receptor type Q,PTPRQ,gene
HGNC:13394,"NPHS2 stomatin family member, podocin",NPHS2,gene
HGNC:9171,podocalyxin like,PODXL,gene
HGNC:7908,"NPHS1 adhesion molecule, nephrin",NPHS1,gene
HGNC:9679,protein tyrosine phosphatase receptor type Q,PTPRQ,gene
O00592,Podocalyxin,PODXL,protein
HGNC:634,aquaporin 2,AQP2,gene
HGNC:636,aquaporin 3 (Gill blood group),AQP3,gene
,FXYD domain containing ion transport regulator 4,FXYD4,gene
P41181,Aquaporin-2,AQP2,protein
HGNC:10910,solute carrier family 12 member 1,SLC12A1,gene
HGNC:12559,uromodulin,UMOD,gene
HGNC:1514,calcium sensing receptor,CASR,gene
HGNC:2389,crystallin alpha B,CRYAB,gene
HGNC:20862,solute carrier family 39 member 8,SLC39A8,gene
HGNC:11530,tumor associated calcium signal transducer 2,TACSTD2,gene
HGNC:633,aquaporin 1 (Colton blood group),AQP1,gene
HGNC:11073,solute carrier family 9 member A3,SLC9A3,gene
P29972,Aquaporin-1,AQP1,protein
HGNC:8951,serpin family E member 2,SERPINE2,gene
HGNC:11853,transmembrane 4 L six family member 1,TM4SF1,gene
HGNC:15846,palmdelphin,PALMD,gene
HGNC:222,ADAM metallopeptidase with thrombospondin type 1 motif 6,ADAMTS6,gene
P07911,Uromodulin,UMOD,protein
HGNC:634,aquaporin 2,AQP2,gene
HGNC:10919,solute carrier family 14 member 2,SLC14A2,gene
P41181,Aquaporin-2,AQP2,protein
HGNC:13394,"NPHS2 stomatin family member, podocin",NPHS2,gene
HGNC:9171,podocalyxin like,PODXL,gene
HGNC:7908,"NPHS1 adhesion molecule, nephrin",NPHS1,gene
HGNC:9679,protein tyrosine phosphatase receptor type Q,PTPRQ,gene
O00592,Podocalyxin,PODXL,protein
HGNC:8951,serpin family E member 2,SERPINE2,gene
HGNC:11853,transmembrane 4 L six family member 1,TM4SF1,gene
HGNC:15846,palmdelphin,PALMD,gene
HGNC:222,ADAM metallopeptidase with thrombospondin type 1 motif 6,ADAMTS6,gene
HGNC:12663,vascular cell adhesion molecule 1,VCAM1,gene
HGNC:4883,complement factor H,CFH,gene
HGNC:18688,crumbs cell polarity complex component 2,CRB2,gene
HGNC:15472,aldehyde dehydrogenase 1 family member A2,ALDH1A2,gene
P08670,Vimentin,VIM,protein
HGNC:13394,"NPHS2 stomatin family member, podocin",NPHS2,gene
HGNC:9171,podocalyxin like,PODXL,gene
HGNC:7908,"NPHS1 adhesion molecule, nephrin",NPHS1,gene
HGNC:9679,protein tyrosine phosphatase receptor type Q,PTPRQ,gene
HGNC:23319,netrin G1,NTNG1,gene
HGNC:13517,chloride intracellular channel 5,CLIC5,gene
O00592,Podocalyxin,PODXL,protein
HGNC:3244,EH domain containing 3,EHD3,gene
HGNC:16041,endomucin,EMCN,gene
HGNC:29853,"HECT, C2 and WW domain containing E3 ubiquitin protein ligase 2",HECW2,gene
HGNC:3763,fms related receptor tyrosine kinase 1,FLT1,gene
HGNC:633,aquaporin 1 (Colton blood group),AQP1,gene
HGNC:9051,"plasminogen activator, tissue type",PLAT,gene
P29972,Aquaporin-1,AQP1,protein
HGNC:16953,periostin,POSTN,gene
HGNC:26270,piezo type mechanosensitive ion channel component 2,PIEZO2,gene
HGNC:10249,roundabout guidance receptor 1,ROBO1,gene
HGNC:6144,integrin subunit alpha 8,ITGA8,gene
HGNC:8804,platelet derived growth factor receptor beta,PDGFRB,gene
HGNC:17732,synaptopodin 2,SYNPO2,gene
HGNC:2548,cubilin,CUBN,gene
HGNC:6694,LDL receptor related protein 2,LRP2,gene
HGNC:10916,solute carrier family 13 member 1,SLC13A1,gene
HGNC:417,"aldolase, fructose-bisphosphate B",ALDOB,gene
HGNC:4175,glycine amidinotransferase,GATM,gene
P98164,Low-density lipoprotein receptor-related protein 2,LRP2,protein
HGNC:28750,solute carrier family 5 member 12,SLC5A12,gene
HGNC:11037,solute carrier family 5 member 2,SLC5A2,gene
HGNC:11019,solute carrier family 34 member 1,SLC34A1,gene
HGNC:10970,solute carrier family 22 member 6,SLC22A6,gene
HGNC:10972,solute carrier family 22 member 8,SLC22A8,gene
HGNC:9453,proline dehydrogenase 2,PRODH2,gene
HGNC:23091,solute carrier family 5 member 11,SLC5A11,gene
HGNC:14430,solute carrier family 13 member 3,SLC13A3,gene
HGNC:11019,solute carrier family 34 member 1,SLC34A1,gene
HGNC:10970,solute carrier family 22 member 6,SLC22A6,gene
HGNC:10972,solute carrier family 22 member 8,SLC22A8,gene
HGNC:32017,acyl-CoA synthetase medium chain family member 2A,ACSM2A,gene
HGNC:10971,solute carrier family 22 member 7,SLC22A7,gene
HGNC:10929,solute carrier family 17 member 1,SLC17A1,gene
HGNC:633,aquaporin 1 (Colton blood group),AQP1,gene
HGNC:21637,SATB homeobox 2,SATB2,gene
HGNC:18210,monoacylglycerol O-acyltransferase 1,MOGAT1,gene
HGNC:23091,solute carrier family 5 member 11,SLC5A11,gene
P29972,Aquaporin-1,AQP1,protein
HGNC:2389,crystallin alpha B,CRYAB,gene
HGNC:11255,secreted phosphoprotein 1,SPP1,gene
HGNC:21637,SATB homeobox 2,SATB2,gene
HGNC:12663,vascular cell adhesion molecule 1,VCAM1,gene
,solute carrier family 44 member 5,SLC44A5,gene
HGNC:1748,Cadherin-1,CDH1,gene
P08670,Vimentin,VIM,protein
P10451,Osteopontin,OSTP,protein
P12830,Cadherin-1,CDH1,protein
HGNC:2389,crystallin alpha B,CRYAB,gene
HGNC:11255,secreted phosphoprotein 1,SPP1,gene
HGNC:10919,solute carrier family 14 member 2,SLC14A2,gene
HGNC:21637,SATB homeobox 2,SATB2,gene
HGNC:11530,tumor associated calcium signal transducer 2,TACSTD2,gene
HGNC:5360,inhibitor of DNA binding 1,ID1,gene
HGNC:2303,,CPE,gene
HGNC:6188,jagged canonical Notch ligand 1,JAG1,gene
HGNC:2389,crystallin alpha B,CRYAB,gene
HGNC:20862,solute carrier family 39 member 8,SLC39A8,gene
HGNC:11530,tumor associated calcium signal transducer 2,TACSTD2,gene
HGNC:633,aquaporin 1 (Colton blood group),AQP1,gene
HGNC:11073,solute carrier family 9 member A3,SLC9A3,gene
HGNC:16438,solute carrier family 4 member 11,SLC4A11,gene
P29972,Aquaporin-1,AQP1,protein
HGNC:2389,crystallin alpha B,CRYAB,gene
HGNC:10919,solute carrier family 14 member 2,SLC14A2,gene
HGNC:11530,tumor associated calcium signal transducer 2,TACSTD2,gene
HGNC:2032,claudin 1,CLDN1,gene
HGNC:10832,"SH3 domain containing GRB2 like 3, endophilin A3",SH3GL3,gene
HGNC:16438,solute carrier family 4 member 11,SLC4A11,gene
HGNC:2303,HGNC:2303,carboxypeptidase E,gene
HGNC:2389,crystallin alpha B,CRYAB,gene
HGNC:11530,tumor associated calcium signal transducer 2,TACSTD2,gene
HGNC:2045,claudin 3,CLDN3,gene
HGNC:10832,"SH3 domain containing GRB2 like 3, endophilin A3",SH3GL3,gene
HGNC:9459,prospero homeobox 1,PROX1,gene
HGNC:2026,,CLCNKA,gene
HGNC:1748,Cadherin-1,CDH1,gene
P12830,Cadherin-1,CDH1,protein
HGNC:10910,solute carrier family 12 member 1,SLC12A1,gene
HGNC:12559,uromodulin,UMOD,gene
HGNC:1514,calcium sensing receptor,CASR,gene
HGNC:799,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,gene
HGNC:1748,Cadherin-1,CDH1,gene
P05023,Sodium/potassium-transporting ATPase subunit alpha-1,AT1A1,protein
P12830,Cadherin-1,CDH1,protein
P07911,Uromodulin,UMOD,protein
HGNC:10910,solute carrier family 12 member 1,SLC12A1,gene
HGNC:12559,uromodulin,UMOD,gene
HGNC:1514,calcium sensing receptor,CASR,gene
HGNC:33705,transmembrane protein 207,TMEM207,gene
HGNC:2037,claudin 16,CLDN16,gene
HGNC:799,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,gene
HGNC:1748,Cadherin-1,CDH1,gene
P05023,Sodium/potassium-transporting ATPase subunit alpha-1,AT1A1,protein
P12830,Cadherin-1,CDH1,protein
P07911,Uromodulin,UMOD,protein
HGNC:10910,solute carrier family 12 member 1,SLC12A1,gene
HGNC:12559,uromodulin,UMOD,gene
HGNC:1514,calcium sensing receptor,CASR,gene
HGNC:9858,RAP1 GTPase activating protein,RAP1GAP,gene
HGNC:9459,prospero homeobox 1,PROX1,gene
HGNC:799,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,gene
HGNC:1748,Cadherin-1,CDH1,gene
P05023,Sodium/potassium-transporting ATPase subunit alpha-1,AT1A1,protein
P12830,Cadherin-1,CDH1,protein
P07911,Uromodulin,UMOD,protein
HGNC:10910,solute carrier family 12 member 1,SLC12A1,gene
HGNC:7872,uromodulin,NOS1,gene
HGNC:10250,roundabout guidance receptor 1,ROBO2,gene
HGNC:799,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,gene
HGNC:1748,Cadherin-1,CDH1,gene
P05023,Sodium/potassium-transporting ATPase subunit alpha-1,AT1A1,protein
P12830,Cadherin-1,CDH1,protein
HGNC:10912,solute carrier family 12 member 3,SLC12A3,gene
HGNC:17995,transient receptor potential cation channel subfamily M member 6,TRPM6,gene
HGNC:1434,calbindin 1,CALB1,gene
HGNC:10527,spalt like transcription factor 3,SALL3,gene
HGNC:799,Sodium/potassium-transporting ATPase subunit alpha-1,ATP1A1,gene
HGNC:1748,Cadherin-1,CDH1,gene
P55017,Solute carrier family 12 member 3,SLC12A3,protein
P05023,Sodium/potassium-transporting ATPase subunit alpha-1,AT1A1,protein
P12830,Cadherin-1,CDH1,protein
HGNC:10912,solute carrier family 12 member 3,SLC12A3,gene
HGNC:17995,transient receptor potential cation channel subfamily M member 6,TRPM6,gene
P55017,Solute carrier family 12 member 3,SLC12A3,protein
HGNC:10912,solute carrier family 12 member 3,SLC12A3,gene
HGNC:11068,solute carrier family 8 member A1,SLC8A1,gene
HGNC:5209,hydroxysteroid 11-beta dehydrogenase 2,HSD11B2,gene
HGNC:1434,calbindin 1,CALB1,gene
HGNC:10602,sodium channel epithelial 1 subunit gamma,SCNN1G,gene
HGNC:3145,transient receptor potential cation channel subfamily V member 5,TRPV5,gene
P55017,Solute carrier family 12 member 3,SLC12A3,protein
HGNC:11068,solute carrier family 8 member A1,SLC8A1,gene
HGNC:1434,calbindin 1,CALB1,gene
HGNC:3145,transient receptor potential cation channel subfamily V member 5,TRPV5,gene
HGNC:4172,GATA binding protein 3,GATA3,gene
HGNC:5209,hydroxysteroid 11-beta dehydrogenase 2,HSD11B2,gene
HGNC:10602,sodium channel epithelial 1 subunit gamma,SCNN1G,gene
HGNC:10588,sodium voltage-gated channel alpha subunit 2,SCN2A,gene
HGNC:1748,Cadherin-1,CDH1,gene
P23771,Trans-acting T-cell-specific transcription factor GATA-3,GATA3,protein
P12830,Cadherin-1,CDH1,protein
HGNC:634,aquaporin 2,AQP2,gene
HGNC:636,aquaporin 3 (Gill blood group),AQP3,gene
HGNC:4028,FXYD domain containing ion transport regulator 4,FXYD4,gene
HGNC:10602,sodium channel epithelial 1 subunit gamma,SCNN1G,gene
P41181,Aquaporin-2,AQP2,protein
HGNC:1373,carbonic anhydrase 2,CA2,gene
HGNC:18266,ATPase H+ transporting V0 subunit d2,ATP6V0D2,gene
HGNC:11068,solute carrier family 8 member A1,SLC8A1,gene
HGNC:11027,solute carrier family 4 member 1 (Diego blood group),SLC4A1,gene
HGNC:14467,solute carrier family 26 member 7,SLC26A7,gene
HGNC:11068,solute carrier family 8 member A1,SLC8A1,gene
HGNC:639,aquaporin 6,AQP6,gene
HGNC:8076,neurexophilin 2,NXPH2,gene
HGNC:8818,solute carrier family 26 member 4,SLC26A4,gene
HGNC:11035,solute carrier family 4 member 9,SLC4A9,gene
,TBC/LysM-associated domain containing 2,TLDC2,gene
HGNC:6093,insulin receptor related receptor,INSRR,gene
HGNC:23616,solute carrier family 35 member F3,SLC35F3,gene
HGNC:4172,GATA binding protein 3,GATA3,gene
HGNC:1748,Cadherin-1,CDH1,gene
HGNC:6446,"Keratin, type II cytoskeletal 8",KRT8,gene
P23771,Trans-acting T-cell-specific transcription factor GATA-3,GATA3,protein
P12830,Cadherin-1,CDH1,protein
P05787,"Keratin, type II cytoskeletal 8",K2C8,protein
HGNC:634,aquaporin 2,AQP2,gene
HGNC:636,aquaporin 3 (Gill blood group),AQP3,gene
HGNC:4028,FXYD domain containing ion transport regulator 4,FXYD4,gene
HGNC:10602,sodium channel epithelial 1 subunit gamma,SCNN1G,gene
HGNC:4172,GATA binding protein 3,GATA3,gene
P41181,Aquaporin-2,AQP2,protein
HGNC:634,aquaporin 2,AQP2,gene
HGNC:636,aquaporin 3 (Gill blood group),AQP3,gene
HGNC:4028,FXYD domain containing ion transport regulator 4,FXYD4,gene
HGNC:10602,sodium channel epithelial 1 subunit gamma,SCNN1G,gene
HGNC:4172,GATA binding protein 3,GATA3,gene
P41181,Aquaporin-2,AQP2,protein
HGNC:634,aquaporin 2,AQP2,gene
HGNC:636,aquaporin 3 (Gill blood group),AQP3,gene
HGNC:4028,FXYD domain containing ion transport regulator 4,FXYD4,gene
HGNC:10602,sodium channel epithelial 1 subunit gamma,SCNN1G,gene
HGNC:4172,GATA binding protein 3,GATA3,gene
P41181,Aquaporin-2,AQP2,protein
HGNC:634,aquaporin 2,AQP2,gene
HGNC:10919,solute carrier family 14 member 2,SLC14A2,gene
P41181,Aquaporin-2,AQP2,protein
HGNC:4028,FXYD domain containing ion transport regulator 4,FXYD4,gene
HGNC:11035,solute carrier family 4 member 9,SLC4A9,gene
HGNC:14467,solute carrier family 26 member 7,SLC26A7,gene
HGNC:1373,carbonic anhydrase 2,CA2,gene
HGNC:18266,,ATP6V0D2,gene
HGNC:11027,solute carrier family 4 member 1 (Diego blood group),SLC4A1,gene
HGNC:14467,,SLC26A7,gene
HGNC:27220,transmembrane protein 213,TMEM213,gene
HGNC:6342,"KIT proto-oncogene, receptor tyrosine kinase",KIT,gene
HGNC:639,aquaporin 6,AQP6,gene
HGNC:14467,solute carrier family 26 member 7,SLC26A7,gene
HGNC:11027,solute carrier family 4 member 9,SLC4A1,gene
HGNC:6342,"KIT proto-oncogene, receptor tyrosine kinase",KIT,gene
HGNC:639,aquaporin 6,AQP6,gene
HGNC:14467,solute carrier family 26 member 7,SLC26A7,gene
HGNC:11027,solute carrier family 4 member 9,SLC4A1,gene
HGNC:6342,"KIT proto-oncogene, receptor tyrosine kinase",KIT,gene
HGNC:1437,calcitonin related polypeptide alpha,CALCA,gene
HGNC:11035,,SLC4A9,gene
HGNC:8818,solute carrier family 26 member 4,SLC26A4,gene
HGNC:8031,neurotrophic receptor tyrosine kinase 1,NTRK1,gene
HGNC:11035,,SLC4A9,gene
HGNC:8818,solute carrier family 26 member 4,SLC26A4,gene
HGNC:16041,,EMCN,gene
HGNC:8823,platelet and endothelial cell adhesion molecule 1,PECAM1,gene
HGNC:3763,fms related receptor tyrosine kinase 1,FLT1,gene
P16284,Platelet endothelial cell adhesion molecule,CD31,protein
HGNC:8951,,SERPINE2,gene
HGNC:11853,transmembrane 4 L six family member 1,TM4SF1,gene
HGNC:15846,palmdelphin,PALMD,gene
HGNC:222,ADAM metallopeptidase with thrombospondin type 1 motif 6,ADAMTS6,gene
HGNC:10918,solute carrier family 14 member 1 (Kidd blood group),SLC14A1,gene
HGNC:18122,SRY-box transcription factor 17,SOX17,gene
P16284,Platelet endothelial cell adhesion molecule,CD31,protein
HGNC:8951,,SERPINE2,gene
HGNC:11853,transmembrane 4 L six family member 1,TM4SF1,gene
HGNC:15846,palmdelphin,PALMD,gene
HGNC:222,ADAM metallopeptidase with thrombospondin type 1 motif 6,ADAMTS6,gene
HGNC:10918,solute carrier family 14 member 1 (Kidd blood group),SLC14A1,gene
HGNC:18122,SRY-box transcription factor 17,SOX17,gene
P16284,Platelet endothelial cell adhesion molecule,CD31,protein
HGNC:9845,receptor activity modifying protein 3,RAMP3,gene
HGNC:13635,plasmalemma vesicle associated protein,PLVAP,gene
HGNC:2959,deoxyribonuclease 1 like 3,DNASE1L3,gene
P16284,Platelet endothelial cell adhesion molecule,CD31,protein
HGNC:26183,multiple C2 and transmembrane domain containing 1,MCTP1,gene
HGNC:10918,solute carrier family 14 member 1 (Kidd blood group),SLC14A1,gene
HGNC:8951,serpin family E member 2,SERPINE2,gene
HGNC:11853,transmembrane 4 L six family member 1,TM4SF1,gene
HGNC:15846,palmdelphin,PALMD,gene
HGNC:222,ADAM metallopeptidase with thrombospondin type 1 motif 6,ADAMTS6,gene
P16284,Platelet endothelial cell adhesion molecule,CD31,protein
HGNC:7976,nuclear receptor subfamily 2 group F member 2,NR2F2,gene
HGNC:4460,glycoprotein M6A,GPM6A,gene
HGNC:13635,plasmalemma vesicle associated protein,PLVAP,gene
HGNC:2959,deoxyribonuclease 1 like 3,DNASE1L3,gene
P16284,Platelet endothelial cell adhesion molecule,CD31,protein
HGNC:7178,multimerin 1,MMRN1,gene
HGNC:9459,prospero homeobox 1,PROX1,gene
HGNC:11592,T-box transcription factor 1,TBX1,gene
P16284,Platelet endothelial cell adhesion molecule,CD31,protein
HGNC:11553,transgelin,TAGLN,gene
HGNC:130,"actin alpha 2, smooth muscle",ACTA2,gene
HGNC:7569,myosin heavy chain 11,MYH11,gene
HGNC:8033,neurotrophic receptor tyrosine kinase 3,NTRK3,gene
HGNC:234,adenylate cyclase 3,ADCY3,gene
HGNC:26295,coiled-coil domain containing 102B,CCDC102B,gene
HGNC:6934,melanoma cell adhesion molecule,MCAM,gene
HGNC:7569,myosin heavy chain 11,MYH11,gene
HGNC:10002,regulator of G protein signaling 6,RGS6,gene
HGNC:277,adrenoceptor alpha 1A,ADRA1A,gene
HGNC:8033,neurotrophic receptor tyrosine kinase 3,NTRK3,gene
HGNC:15710,LIM domain binding 3,LDB3,gene
HGNC:6934,melanoma cell adhesion molecule,MCAM,gene
HGNC:130,"actin alpha 2, smooth muscle",ACTA2,gene
P08670,Vimentin,VIM,protein
P62736,"Actin, aortic smooth muscle",SMA,protein
HGNC:9958,renin,REN,gene
HGNC:2705,decorin,DCN,gene
HGNC:14881,zinc finger E-box binding homeobox 2,ZEB2,gene
HGNC:1346,complement C7,C7,gene
HGNC:6724,lumican,LUM,gene
HGNC:2197,collagen type I alpha 1 chain,COL1A1,gene
HGNC:2198,collagen type I alpha 2 chain,COL1A2,gene
P08670,Vimentin,VIM,protein
P02462,Collagen alpha-1(IV) chain,COL4A1,protein
HGNC:2705,decorin,DCN,gene
HGNC:11509,synaptotagmin 1,SYT1,gene
HGNC:24039,CXADR like membrane protein,CLMP,gene
HGNC:7656,neural cell adhesion molecule 1,NCAM1,gene
HGNC:5318,tenascin C,TNC,gene
HGNC:6277,potassium two pore domain channel subfamily K member 2,KCNK2,gene
P02462,Collagen alpha-1(IV) chain,COL4A1,protein
HGNC:11553,transgelin,TAGLN,gene
HGNC:130,"actin alpha 2, smooth muscle",ACTA2,gene
HGNC:2197,collagen type I alpha 1 chain,COL1A1,gene
HGNC:20391,sulfatase 1,SULF1,gene
HGNC:2193,collagen type XVI alpha 1 chain,COL16A1,gene
HGNC:2209,collagen type V alpha 1 chain,COL5A1,gene
P02462,Collagen alpha-1(IV) chain,COL4A1,protein
P62736,"Actin, aortic smooth muscle",SMA,protein
HGNC:9666,Receptor-type tyrosine-protein phosphatase C,PTPRC,gene
P08575,Receptor-type tyrosine-protein phosphatase C,CD45,protein
HGNC:1631,CD163 molecule,CD163,gene
HGNC:6024,interleukin 7 receptor,IL7R,gene
HGNC:1628,CD14 molecule,CD14,gene
HGNC:6152,integrin subunit alpha X,ITGAX,gene
