id,rdfs_label,name,b_type,b_iri
HGNC:6839,,MAP-2,protein,http://identifiers.org/hgnc/6839
HGNC:1050,,S100,gene,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,gene,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,gene,http://identifiers.org/hgnc/12513
HGNC:1050,,S100,protein,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,protein,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,protein,http://identifiers.org/hgnc/12513
HGNC:9461,,peripherin,gene,http://identifiers.org/hgnc/9461
HGNC:6839,,MAP-2,gene,http://identifiers.org/hgnc/6839
HGNC:9461,,peripherin,protein,http://identifiers.org/hgnc/9461
HGNC:6839,,MAP-2,protein,http://identifiers.org/hgnc/6839
HGNC:1050,,S100,gene,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,gene,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,gene,http://identifiers.org/hgnc/12513
HGNC:1050,,S100,protein,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,protein,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,protein,http://identifiers.org/hgnc/12513
HGNC:9461,,peripherin,gene,http://identifiers.org/hgnc/9461
HGNC:6839,,MAP-2,gene,http://identifiers.org/hgnc/6839
HGNC:9461,,peripherin,protein,http://identifiers.org/hgnc/9461
HGNC:6839,,MAP-2,protein,http://identifiers.org/hgnc/6839
HGNC:6342,,CD117,gene,http://identifiers.org/hgnc/6342
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:6342,,CD117,protein,http://identifiers.org/hgnc/6342
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:130,,aSMA,gene,http://identifiers.org/hgnc/130
HGNC:11126,,smoothelin,gene,http://identifiers.org/hgnc/11126
HGNC:130,,aSMA,protein,http://identifiers.org/hgnc/130
HGNC:11126,,smoothelin,protein,http://identifiers.org/hgnc/11126
HGNC:2211,,Col6A1,gene,http://identifiers.org/hgnc/2211
HGNC:2212,,Col6A2,gene,http://identifiers.org/hgnc/2212
HGNC:2211,,Col6A1,protein,http://identifiers.org/hgnc/2211
HGNC:2212,,Col6A2,protein,http://identifiers.org/hgnc/2212
HGNC:1050,,S100,gene,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,gene,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,gene,http://identifiers.org/hgnc/12513
HGNC:1050,,S100,protein,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,protein,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,protein,http://identifiers.org/hgnc/12513
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,gene,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,protein,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,gene,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,protein,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:29602,,podoplanin,gene,http://identifiers.org/hgnc/29602
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:29602,,podoplanin,protein,http://identifiers.org/hgnc/29602
HGNC:8804,,PDGFRB,gene,http://identifiers.org/hgnc/8804
HGNC:8804,,PDGFRB,protein,http://identifiers.org/hgnc/8804
HGNC:6342,,CD117,gene,http://identifiers.org/hgnc/6342
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:6342,,CD117,protein,http://identifiers.org/hgnc/6342
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:9461,,peripherin,gene,http://identifiers.org/hgnc/9461
HGNC:6839,,MAP-2,gene,http://identifiers.org/hgnc/6839
HGNC:9461,,peripherin,protein,http://identifiers.org/hgnc/9461
HGNC:6839,,MAP-2,protein,http://identifiers.org/hgnc/6839
HGNC:1050,,S100,gene,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,gene,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,gene,http://identifiers.org/hgnc/12513
HGNC:1050,,S100,protein,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,protein,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,protein,http://identifiers.org/hgnc/12513
HGNC:2211,,Col6A1,gene,http://identifiers.org/hgnc/2211
HGNC:2212,,Col6A2,gene,http://identifiers.org/hgnc/2212
HGNC:2211,,Col6A1,protein,http://identifiers.org/hgnc/2211
HGNC:2212,,Col6A2,protein,http://identifiers.org/hgnc/2212
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,gene,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,protein,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,gene,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,protein,http://identifiers.org/hgnc/1663
HGNC:17635,,PDL1,gene,http://identifiers.org/hgnc/17635
HGNC:7656,,CD56,gene,http://identifiers.org/hgnc/7656
HGNC:12513,,PGP9.5,gene,http://identifiers.org/hgnc/12513
HGNC:17635,,PDL1,protein,http://identifiers.org/hgnc/17635
HGNC:7656,,CD56,protein,http://identifiers.org/hgnc/7656
HGNC:12513,,PGP9.5,protein,http://identifiers.org/hgnc/12513
HGNC:8804,,PDGFRB,gene,http://identifiers.org/hgnc/8804
HGNC:8804,,PDGFRB,protein,http://identifiers.org/hgnc/8804
HGNC:130,,aSMA,gene,http://identifiers.org/hgnc/130
HGNC:11126,,smoothelin,gene,http://identifiers.org/hgnc/11126
HGNC:130,,aSMA,protein,http://identifiers.org/hgnc/130
HGNC:11126,,smoothelin,protein,http://identifiers.org/hgnc/11126
HGNC:2211,,Col6A1,gene,http://identifiers.org/hgnc/2211
HGNC:2212,,Col6A2,gene,http://identifiers.org/hgnc/2212
HGNC:2211,,Col6A1,protein,http://identifiers.org/hgnc/2211
HGNC:2212,,Col6A2,protein,http://identifiers.org/hgnc/2212
HGNC:1050,,S100,gene,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,gene,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,gene,http://identifiers.org/hgnc/12513
HGNC:1050,,S100,protein,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,protein,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,protein,http://identifiers.org/hgnc/12513
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,gene,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,protein,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,gene,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,protein,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:29602,,podoplanin,gene,http://identifiers.org/hgnc/29602
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:29602,,podoplanin,protein,http://identifiers.org/hgnc/29602
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:8804,,PDGFRB,protein,http://identifiers.org/hgnc/8804
HGNC:2211,,Col6A1,gene,http://identifiers.org/hgnc/2211
HGNC:2212,,Col6A2,gene,http://identifiers.org/hgnc/2212
HGNC:2211,,Col6A1,protein,http://identifiers.org/hgnc/2211
HGNC:2212,,Col6A2,protein,http://identifiers.org/hgnc/2212
HGNC:1050,,S100,gene,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,gene,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,gene,http://identifiers.org/hgnc/12513
HGNC:1050,,S100,protein,http://identifiers.org/hgnc/1050
HGNC:1119,,SOX10,protein,http://identifiers.org/hgnc/1119
HGNC:12513,,PGP9.5,protein,http://identifiers.org/hgnc/12513
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,gene,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,protein,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,gene,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,protein,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:29602,,podoplanin,gene,http://identifiers.org/hgnc/29602
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:29602,,podoplanin,protein,http://identifiers.org/hgnc/29602
HGNC:1050,,S100,gene,http://identifiers.org/hgnc/1050
HGNC:1050,,S100,protein,http://identifiers.org/hgnc/1050
HGNC:8804,,PDGFRB,gene,http://identifiers.org/hgnc/8804
HGNC:8804,,PDGFRB,protein,http://identifiers.org/hgnc/8804
HGNC:6446,,keratin 8,gene,http://identifiers.org/hgnc/6446
HGNC:6430,,keratin 18,gene,http://identifiers.org/hgnc/6430
HGNC:1435,,calretinin,gene,http://identifiers.org/hgnc/1435
HGNC:6446,,keratin 8,protein,http://identifiers.org/hgnc/6446
HGNC:6430,,keratin 18,protein,http://identifiers.org/hgnc/6430
HGNC:1435,,calretinin,protein,http://identifiers.org/hgnc/1435
HGNC:20412,,keratin 20,gene,http://identifiers.org/hgnc/20412
HGNC:17106,,BEST4,gene,http://identifiers.org/hgnc/17106
HGNC:20412,,keratin 20,protein,http://identifiers.org/hgnc/20412
HGNC:17106,,BEST4,protein,http://identifiers.org/hgnc/17106
HGNC:20412,,keratin 20,gene,http://identifiers.org/hgnc/20412
HGNC:7512,,MUC2,gene,http://identifiers.org/hgnc/7512
HGNC:20412,,keratin 20,protein,http://identifiers.org/hgnc/20412
HGNC:7512,,MUC2,protein,http://identifiers.org/hgnc/7512
HGNC:26896,,RGMB,gene,http://identifiers.org/hgnc/26896
HGNC:11204,,SOX9,gene,http://identifiers.org/hgnc/11204
HGNC:1681,,CD44,gene,http://identifiers.org/hgnc/1681
HGNC:4504,,Lgr5,gene,http://identifiers.org/hgnc/4504
HGNC:17360,,LRIG1,gene,http://identifiers.org/hgnc/17360
HGNC:20323,,SMOC2,gene,http://identifiers.org/hgnc/20323
HGNC:26896,,RGMB,protein,http://identifiers.org/hgnc/26896
HGNC:11204,,SOX9,protein,http://identifiers.org/hgnc/11204
HGNC:1681,,CD44,protein,http://identifiers.org/hgnc/1681
HGNC:4504,,Lgr5,protein,http://identifiers.org/hgnc/4504
HGNC:17360,,LRIG1,protein,http://identifiers.org/hgnc/17360
HGNC:20323,,SMOC2,protein,http://identifiers.org/hgnc/20323
HGNC:2764,,defensin alpha 5,gene,http://identifiers.org/hgnc/2764
HGNC:2764,,defensin alpha 5,protein,http://identifiers.org/hgnc/2764
HGNC:1929,,chromogranin A,gene,http://identifiers.org/hgnc/1929
HGNC:11506,,synaptophysin,gene,http://identifiers.org/hgnc/11506
HGNC:6090,,INSM1,gene,http://identifiers.org/hgnc/6090
HGNC:6088,,INSL5,gene,http://identifiers.org/hgnc/6088
HGNC:1929,,chromogranin A,protein,http://identifiers.org/hgnc/1929
HGNC:11506,,synaptophysin,protein,http://identifiers.org/hgnc/11506
HGNC:6090,,INSM1,protein,http://identifiers.org/hgnc/6090
HGNC:6088,,INSL5,protein,http://identifiers.org/hgnc/6088
HGNC:20412,,keratin 20,gene,http://identifiers.org/hgnc/20412
HGNC:17106,,BEST4,gene,http://identifiers.org/hgnc/17106
HGNC:20412,,keratin 20,protein,http://identifiers.org/hgnc/20412
HGNC:17106,,BEST4,protein,http://identifiers.org/hgnc/17106
HGNC:20412,,keratin 20,gene,http://identifiers.org/hgnc/20412
HGNC:7512,,MUC2,gene,http://identifiers.org/hgnc/7512
HGNC:20412,,keratin 20,protein,http://identifiers.org/hgnc/20412
HGNC:7512,,MUC2,protein,http://identifiers.org/hgnc/7512
HGNC:20412,,keratin 20,gene,http://identifiers.org/hgnc/20412
HGNC:20412,,keratin 20,protein,http://identifiers.org/hgnc/20412
HGNC:20412,,keratin 20,gene,http://identifiers.org/hgnc/20412
HGNC:2700,,DCLK1,gene,http://identifiers.org/hgnc/2700
HGNC:14323,,TRPM5,gene,http://identifiers.org/hgnc/14323
HGNC:19864,,POU2F3,gene,http://identifiers.org/hgnc/19864
HGNC:9604,COX-1,PTGS1,gene,http://identifiers.org/hgnc/9604
HGNC:20412,,keratin 20,protein,http://identifiers.org/hgnc/20412
HGNC:2700,,DCLK1,protein,http://identifiers.org/hgnc/2700
HGNC:14323,,TRPM5,protein,http://identifiers.org/hgnc/14323
HGNC:19864,,POU2F3,protein,http://identifiers.org/hgnc/19864
HGNC:9604,COX-1,PTGS1,protein,http://identifiers.org/hgnc/9604
HGNC:1676,,CD3,gene,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,gene,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,gene,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,gene,http://identifiers.org/hgnc/1685
HGNC:1673,,CD3-TCR,gene,http://identifiers.org/hgnc/1673
HGNC:1706,,CD8,gene,http://identifiers.org/hgnc/1706
HGNC:1676,,CD3,protein,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,protein,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,protein,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,protein,http://identifiers.org/hgnc/1685
HGNC:1673,,TCR alpha/beta,protein,http://identifiers.org/hgnc/1673
HGNC:1706,,CD8,protein,http://identifiers.org/hgnc/1706
HGNC:1676,,CD3,gene,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,gene,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,gene,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,gene,http://identifiers.org/hgnc/1685
HGNC:1673,,CD3-TCR,gene,http://identifiers.org/hgnc/1673
HGNC:1706,,CD8,gene,http://identifiers.org/hgnc/1706
HGNC:1676,,CD3,protein,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,protein,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,protein,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,protein,http://identifiers.org/hgnc/1685
HGNC:1673,,TCR gamma/delta,protein,http://identifiers.org/hgnc/1673
HGNC:1706,,,protein,http://identifiers.org/hgnc/1706
HGNC:1676,,CD3,gene,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,gene,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,gene,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,gene,http://identifiers.org/hgnc/1685
HGNC:1673,,CD3-TCR,gene,http://identifiers.org/hgnc/1673
HGNC:1706,,CD8,gene,http://identifiers.org/hgnc/1706
HGNC:1676,,CD3,protein,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,protein,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,protein,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,protein,http://identifiers.org/hgnc/1685
HGNC:1673,,TCR alpha/beta,protein,http://identifiers.org/hgnc/1673
HGNC:1706,,CD8,protein,http://identifiers.org/hgnc/1706
HGNC:1676,,CD3,gene,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,gene,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,gene,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,gene,http://identifiers.org/hgnc/1685
HGNC:1673,,CD3-TCR,gene,http://identifiers.org/hgnc/1673
HGNC:1678,,CD4,gene,http://identifiers.org/hgnc/1678
HGNC:1676,,CD3,protein,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,protein,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,protein,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,protein,http://identifiers.org/hgnc/1685
HGNC:1673,,TCR alpha/beta,protein,http://identifiers.org/hgnc/1673
HGNC:1678,,CD4,protein,http://identifiers.org/hgnc/1678
HGNC:1676,,CD3,gene,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,gene,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,gene,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,gene,http://identifiers.org/hgnc/1685
HGNC:1673,,CD3-TCR,gene,http://identifiers.org/hgnc/1673
HGNC:1676,,CD3,protein,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,protein,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,protein,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,protein,http://identifiers.org/hgnc/1685
HGNC:1673,,TCR alpha/beta,protein,http://identifiers.org/hgnc/1673
HGNC:6149,,CD11b,gene,http://identifiers.org/hgnc/6149
HGNC:4502,,CD294,gene,http://identifiers.org/hgnc/4502
HGNC:6149,,CD11b,protein,http://identifiers.org/hgnc/6149
HGNC:4502,,CD294,protein,http://identifiers.org/hgnc/4502
HGNC:130,,aSMA,gene,http://identifiers.org/hgnc/130
HGNC:130,,aSMA,protein,http://identifiers.org/hgnc/130
HGNC:130,,aSMA,gene,http://identifiers.org/hgnc/130
HGNC:130,,aSMA,protein,http://identifiers.org/hgnc/130
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,gene,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,gene,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:1662,,CD34,protein,http://identifiers.org/hgnc/1662
HGNC:1663,,CD36,protein,http://identifiers.org/hgnc/1663
HGNC:8823,PECAM1,CD31,gene,http://identifiers.org/hgnc/8823
HGNC:29602,,podoplanin,gene,http://identifiers.org/hgnc/29602
HGNC:8823,PECAM1,CD31,protein,http://identifiers.org/hgnc/8823
HGNC:29602,,podoplanin,protein,http://identifiers.org/hgnc/29602
HGNC:8804,,PDGFRB,gene,http://identifiers.org/hgnc/8804
HGNC:8804,,PDGFRB,protein,http://identifiers.org/hgnc/8804
HGNC:130,,aSMA,gene,http://identifiers.org/hgnc/130
HGNC:130,,aSMA,protein,http://identifiers.org/hgnc/130
HGNC:2211,,Col6A1,gene,http://identifiers.org/hgnc/2211
HGNC:2212,,Col6A2,gene,http://identifiers.org/hgnc/2212
HGNC:2211,,Col6A1,protein,http://identifiers.org/hgnc/2211
HGNC:2212,,Col6A2,protein,http://identifiers.org/hgnc/2212
HGNC:1050,,S100,gene,http://identifiers.org/hgnc/1050
HGNC:7656,,CD56,gene,http://identifiers.org/hgnc/7656
HGNC:12513,,PGP9.5,gene,http://identifiers.org/hgnc/12513
HGNC:1050,,CD274/PDL1,protein,http://identifiers.org/hgnc/1050
HGNC:7656,,CD56,protein,http://identifiers.org/hgnc/7656
HGNC:12513,,PGP9.5,protein,http://identifiers.org/hgnc/12513
HGNC:9461,,peripherin,gene,http://identifiers.org/hgnc/9461
HGNC:6839,,MAP-2,gene,http://identifiers.org/hgnc/6839
HGNC:9461,,peripherin,protein,http://identifiers.org/hgnc/9461
HGNC:6839,,MAP-2,protein,http://identifiers.org/hgnc/6839
HGNC:1929,,chromogranin A,gene,http://identifiers.org/hgnc/1929
HGNC:11506,,synaptophysin,gene,http://identifiers.org/hgnc/11506
HGNC:6090,,INSM1,gene,http://identifiers.org/hgnc/6090
HGNC:1929,,chromogranin A,protein,http://identifiers.org/hgnc/1929
HGNC:11506,,synaptophysin,protein,http://identifiers.org/hgnc/11506
HGNC:6090,,INSM1,protein,http://identifiers.org/hgnc/6090
,,sialyl lewis a antigen,protein,https://purl.org/ccf/ASCTB-TEMP_sialyl-lewis-a-antigen
HGNC:2336,,CD21,gene,http://identifiers.org/hgnc/2336
HGNC:1633,,CD19,gene,http://identifiers.org/hgnc/1633
HGNC:7315,,CD20,gene,http://identifiers.org/hgnc/7315
HGNC:1698,,CD79a,gene,http://identifiers.org/hgnc/1698
HGNC:2336,,CD21,protein,http://identifiers.org/hgnc/2336
HGNC:1633,,CD19,protein,http://identifiers.org/hgnc/1633
HGNC:7315,,CD20,protein,http://identifiers.org/hgnc/7315
HGNC:1698,,CD79a,protein,http://identifiers.org/hgnc/1698
HGNC:1676,,CD3,gene,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,gene,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,gene,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,gene,http://identifiers.org/hgnc/1685
HGNC:1673,,CD3-TCR,gene,http://identifiers.org/hgnc/1673
HGNC:1678,,CD4,gene,http://identifiers.org/hgnc/1678
HGNC:1676,,CD3,protein,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,protein,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,protein,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,protein,http://identifiers.org/hgnc/1685
HGNC:1673,,TCR alpha/beta,protein,http://identifiers.org/hgnc/1673
HGNC:1678,,CD4,protein,http://identifiers.org/hgnc/1678
HGNC:1678,,CD4,gene,http://identifiers.org/hgnc/1678
HGNC:6106,,FOXP3,gene,http://identifiers.org/hgnc/6106
HGNC:6008,,CD25,gene,http://identifiers.org/hgnc/6008
HGNC:1678,,CD4,protein,http://identifiers.org/hgnc/1678
HGNC:6106,,FOXP3,protein,http://identifiers.org/hgnc/6106
HGNC:6008,,CD25,protein,http://identifiers.org/hgnc/6008
HGNC:1676,,CD3,gene,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,gene,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,gene,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,gene,http://identifiers.org/hgnc/1685
HGNC:1673,,CD3-TCR,gene,http://identifiers.org/hgnc/1673
HGNC:1706,,CD8,gene,http://identifiers.org/hgnc/1706
HGNC:1676,,CD3,protein,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,protein,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,protein,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,protein,http://identifiers.org/hgnc/1685
HGNC:1673,,TCR alpha/beta,protein,http://identifiers.org/hgnc/1673
HGNC:1706,,CD8,protein,http://identifiers.org/hgnc/1706
HGNC:1697,,HLA-DR,gene,http://identifiers.org/hgnc/1697
HGNC:1631,,CD163,gene,http://identifiers.org/hgnc/1631
HGNC:7228,,CD206,gene,http://identifiers.org/hgnc/7228
HGNC:6149,,CD11b,gene,http://identifiers.org/hgnc/6149
HGNC:1693,,CD68,gene,http://identifiers.org/hgnc/1693
HGNC:1697,,HLA-DR,protein,http://identifiers.org/hgnc/1697
HGNC:1631,,CD163,protein,http://identifiers.org/hgnc/1631
HGNC:7228,,CD206,protein,http://identifiers.org/hgnc/7228
HGNC:6149,,CD11B,protein,http://identifiers.org/hgnc/6149
HGNC:1693,,CD68,protein,http://identifiers.org/hgnc/1693
HGNC:7656,,CD56,gene,http://identifiers.org/hgnc/7656
HGNC:921,,CD57,gene,http://identifiers.org/hgnc/921
HGNC:6152,,CD11c,gene,http://identifiers.org/hgnc/6152
HGNC:18788,,NKG2D,gene,http://identifiers.org/hgnc/18788
HGNC:7656,,CD56,protein,http://identifiers.org/hgnc/7656
HGNC:921,,CD57,protein,http://identifiers.org/hgnc/921
HGNC:6152,,CD11c,protein,http://identifiers.org/hgnc/6152
HGNC:18788,,NKG2D,protein,http://identifiers.org/hgnc/18788
HGNC:14687,,LYVE-1,gene,http://identifiers.org/hgnc/14687
HGNC:14687,,LYVE-1,protein,http://identifiers.org/hgnc/14687
HGNC:6765,,MADCAM1,gene,http://identifiers.org/hgnc/6765
HGNC:6765,,MADCAM1,protein,http://identifiers.org/hgnc/6765
HGNC:2336,,CD21,gene,http://identifiers.org/hgnc/2336
HGNC:1633,,CD19,gene,http://identifiers.org/hgnc/1633
HGNC:7315,,CD20,gene,http://identifiers.org/hgnc/7315
HGNC:1698,,CD79a,gene,http://identifiers.org/hgnc/1698
HGNC:2336,,CD21,protein,http://identifiers.org/hgnc/2336
HGNC:1633,,CD19,protein,http://identifiers.org/hgnc/1633
HGNC:7315,,CD20,protein,http://identifiers.org/hgnc/7315
HGNC:1698,,CD79a,protein,http://identifiers.org/hgnc/1698
HGNC:10658,,CD138,gene,http://identifiers.org/hgnc/10658
HGNC:10658,,CD138,protein,http://identifiers.org/hgnc/10658
HGNC:1676,,CD3,gene,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,gene,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,gene,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,gene,http://identifiers.org/hgnc/1685
HGNC:1673,,CD3-TCR,gene,http://identifiers.org/hgnc/1673
HGNC:1678,,CD4,gene,http://identifiers.org/hgnc/1678
HGNC:1676,,CD3,protein,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,protein,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,protein,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,protein,http://identifiers.org/hgnc/1685
HGNC:1673,,TCR alpha/beta,protein,http://identifiers.org/hgnc/1673
HGNC:1678,,CD4,protein,http://identifiers.org/hgnc/1678
HGNC:1678,,CD4,gene,http://identifiers.org/hgnc/1678
HGNC:6106,,FOXP3,gene,http://identifiers.org/hgnc/6106
HGNC:6008,,CD25,gene,http://identifiers.org/hgnc/6008
HGNC:1678,,CD4,protein,http://identifiers.org/hgnc/1678
HGNC:6106,,FOXP3,protein,http://identifiers.org/hgnc/6106
HGNC:6008,,CD25,protein,http://identifiers.org/hgnc/6008
HGNC:1676,,CD3,gene,http://identifiers.org/hgnc/1676
HGNC:1695,,CD7,gene,http://identifiers.org/hgnc/1695
HGNC:1639,,CD2,gene,http://identifiers.org/hgnc/1639
HGNC:1685,,CD5,gene,http://identifiers.org/hgnc/1685
